"","X","display","randomise_blocks","randomise_trials","ANSWER","animation","responseQuestion","Dilemma","DilemmaByContext","Prohibited.act","PDE","PDE.SE_notME","PDE.GE.BE","PDE.noBA","MG.Permissible","TVideo_1","Agent","Context","PBH"
"1",1,"experimentInstructions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",268,"Trial",NA,1,NA,"BetterAlternative_DisproportionateCost_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","BetterAlternative_DisproportionateCost_","BetterAlternative_DisproportionateCost_Mine","Yes","No","No","Yes","No","No","BetterAlternative_DisproportionateCost_Mine_AI.mp4","AI","mine","Yes"
"269",269,"Trial",NA,1,NA,"Footbridge_Equipment_Save_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","Footbridge_Equipment_Save_","Footbridge_Equipment_Save_Mine","Yes","No","Yes","Yes","No","No","Footbridge_Equipment_Save_Mine_AI.mp4","AI","mine","Yes"
"270",270,"Trial",NA,1,NA,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Mine","No","No","No","No","No","Yes","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Mine_AI.mp4","AI","mine","No"
"271",271,"Trial",NA,1,NA,"Unprohibted_BetterAlternative_DisproportionateCost_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","Unprohibted_BetterAlternative_DisproportionateCost_","Unprohibted_BetterAlternative_DisproportionateCost_Mine","Yes","No","No","No","No","Yes","Unprohibted_BetterAlternative_DisproportionateCost_Mine_AI.mp4","AI","mine","Yes"
"272",272,"Trial",NA,1,NA,"Unprohibted_BetterAlternative_Equipment_Intended_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","Unprohibted_BetterAlternative_Equipment_Intended_","Unprohibted_BetterAlternative_Equipment_Intended_Mine","No","Yes","No","No","No","Yes","Unprohibted_BetterAlternative_Equipment_Intended_Mine_AI.mp4","AI","mine","No"
"273",273,"Trial",NA,1,NA,"Unprohibted_BetterAlternative_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","Unprohibted_BetterAlternative_","Unprohibted_BetterAlternative_Mine","Yes","Yes","No","No","No","Yes","Unprohibted_BetterAlternative_Mine_AI.mp4","AI","mine","Yes"
"274",274,"Trial",NA,1,NA,"SubstitutedConsent_2_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","SubstitutedConsent","SubstitutedConsent2Truck","No","Yes","Yes","Yes","Yes","Yes","SubstitutedConsent_Truck_newtimings.mp4","AI","truck","No"
"275",275,"Trial",NA,1,NA,"SubstitutedConsent_2_Truck_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","SubstitutedConsent","SubstitutedConsent2Truck","No","Yes","Yes","Yes","Yes","Yes","SubstitutedConsent_Truck_newtimings.mp4","Human","truck","No"
"276",276,"Trial",NA,1,NA,"SubstitutedConsent_2_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","SubstitutedConsent","SubstitutedConsent2Mine","No","Yes","Yes","Yes","Yes","Yes","SubstitutedConsent_Mine_AI.mp4","AI","mine","No"
"277",277,"Trial",NA,1,NA,"SubstitutedConsent_2_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to throw the man?","SubstitutedConsent","SubstitutedConsent2Mine","No","Yes","Yes","Yes","Yes","Yes","SubstitutedConsent_Mine_AI.mp4","Human","mine","No"
"278",278,"Trial",NA,1,NA,"Omission_Footbridge_PHO_Truck_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent <strong>not</strong> to throw the man?","OmissionFootbridgePHO","OmissionFootbridgePHOTruck","Yes","No","Yes","No","No","No","Omission_Footbridge_PHO_Truck_newtimings.mp4","Human","truck","Yes"
"279",279,"Trial",NA,1,NA,"Omission_Footbridge_PHO_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent <strong>not</strong> to throw the man?","OmissionFootbridgePHO","OmissionFootbridgePHOTruck","Yes","No","Yes","No","No","No","Omission_Footbridge_PHO_Truck_AI.mp4","AI","truck","Yes"
"280",280,"Trial",NA,1,NA,"Omission_Bystander_PHO_Truck_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent <strong>not</strong> to alert the driver to turn left?","OmissionBystanderPHO","OmissionBystanderPHOTruck","Yes","No","Yes","No","No","No","Omission_Bystander_PHO_Truck_newtimings.mp4","Human","truck","Yes"
"281",281,"Trial",NA,1,NA,"Omission_Bystander_PHO_Truck_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent <strong>not</strong> to alert the driver to turn left?","OmissionBystanderPHO","OmissionBystanderPHOTruck","Yes","No","Yes","No","No","No","Omission_Bystander_PHO_Truck_AI.mp4","AI","truck","Yes"
"282",282,"Trial",NA,1,NA,"Omission_Footbridge_PHO_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent <strong>not</strong> to throw the man?","OmissionFootbridgePHO","OmissionFootbridgePHOMine","Yes","No","Yes","No","No","No","Omission_Footbridge_PHO_Mine_newtimings.mp4","Human","mine","Yes"
"283",283,"Trial",NA,1,NA,"Omission_Footbridge_PHO_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent <strong>not</strong> to throw the man?","OmissionFootbridgePHO","OmissionFootbridgePHOMine","Yes","No","Yes","No","No","No","Omission_Footbridge_PHO_Mine_AI.mp4","AI","mine","Yes"
"284",284,"Trial",NA,1,NA,"Omission_Bystander_PHO_Mine_newtimings.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent <strong>not</strong> to press the button?","OmissionBystanderPHO","OmissionBystanderPHOMine","Yes","No","Yes","No","No","No","Omission_Bystander_PHO_Mine_newtimings.mp4","Human","mine","Yes"
"285",285,"Trial",NA,1,NA,"Omission_Bystander_PHO_Mine_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent <strong>not</strong> to press the button?","OmissionBystanderPHO","OmissionBystanderPHOMine","Yes","No","Yes","No","No","No","Omission_Bystander_PHO_Mine_AI.mp4","AI","mine","Yes"
"286",286,"Trial",NA,1,NA,"DropEquipment_Mine_Hang.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","DropEquipment","DropEquipmentMineHang","Yes","Yes","Yes","No","No","No","DropEquipment_Mine_Hang.mp4","Human","mine","Yes"
"287",287,"Trial",NA,1,NA,"DropMan_Mine_Hang.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","drop man","DropManMineHang","No","Yes","Yes","Yes","Yes","No","DropMan_Mine_Hang.mp4","Human","mine","No"
"288",288,"Trial",NA,1,NA,"DropMan_Mine_Hang_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","drop man","DropManMineHang","No","Yes","Yes","Yes","Yes","No","DropMan_Mine_Hang_AI.mp4","AI","mine","No"
"289",289,"Trial",NA,1,NA,"DropEquipment_Mine_Hang_AI.mp4","<h3> <p style=""text-align: center;""> Is it morally permissible for the agent to press the button?","DropEquipment","DropEquipmentMineHang","Yes","Yes","Yes","No","No","No","DropEquipment_Mine_Hang_AI.mp4","AI","mine","Yes"
"290",290,"end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
